Company Name,Company Location,Ratting,Reviews,Company Type,Reason For Review
Oracle Financial Services Software,Bangalore / Bengaluru +21 other locations,3.4,(1.3k),Software Product,"Job Security, Work Life Balance"
Happiest Minds Technologies,Bangalore / Bengaluru +17 other locations,3.5,(1.3k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
NSE.IT,Mumbai +149 other locations,3.5,(1.3k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
JioMart,Mumbai +294 other locations,3.9,(1.3k),Retail,"Company Culture, Work Life Balance, Skill Development / Learning"
PNB Housing Finance,New Delhi +159 other locations,3.8,(1.3k),NBFC,Promotions / Appraisal
AtkinsRealis,Bangalore / Bengaluru +56 other locations,3.8,(1.3k),Engineering & Construction,"Work Life Balance, Company Culture"
Amara Raja Energy & Mobility,Tirupati +89 other locations,4.0,(1.3k),Auto Components,"Job Security, Company Culture, Work Life Balance"
Sharekhan,Mumbai +112 other locations,3.7,(1.3k),Financial Services,"Promotions / Appraisal, Salary & Benefits"
V5 Global Services,New Delhi +207 other locations,3.9,(1.3k),Recruitment,Work Life Balance
Airtel Payments Bank,Gurgaon / Gurugram +305 other locations,3.9,(1.3k),FinTech,"Company Culture, Work Life Balance"
Infogain,Noida +23 other locations,3.5,(1.3k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Bharat FIH,Chennai +39 other locations,3.7,(1.3k),Electronics Manufacturing,"Promotions / Appraisal, Job Security, Salary & Benefits"
Slk Software Services,Bangalore / Bengaluru +15 other locations,3.2,(1.3k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Amity University,Noida +84 other locations,3.6,(1.3k),Education & Training,Job Security
Adobe,Bangalore / Bengaluru +21 other locations,3.8,(1.3k),Software Product,"Company Culture, Work Life Balance"
GE,Bangalore / Bengaluru +75 other locations,4.2,(1.3k),Defence & Aerospace,"Company Culture, Work Life Balance, Work Satisfaction"
Sansera Engineering,Bangalore / Bengaluru +27 other locations,4.0,(1.3k),Auto Components,"Skill Development / Learning, Company Culture, Job Security"
Unichem Laboratories,Ghaziabad +77 other locations,3.7,(1.3k),Pharma,Job Security
Continental Automotive Components,Bangalore / Bengaluru +21 other locations,3.9,(1.3k),Auto Components,"Work Life Balance, Company Culture, Job Security"
SHYAM METALICS AND ENERGY,Sambalpur +70 other locations,3.5,(1.3k),Iron & Steel,"Promotions / Appraisal, Company Culture, Work Satisfaction"
EOSGlobe,,2.9,(1.3k),Mumbai +29 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Altimetrik,Bangalore / Bengaluru +14 other locations,3.6,(1.3k),IT Services & Consulting,Salary & Benefits
Aditya Birla Finance,Mumbai +202 other locations,3.9,(1.3k),NBFC,"Salary & Benefits, Company Culture, Work Life Balance"
Kantar,Bangalore / Bengaluru +44 other locations,3.5,(1.3k),Analytics & KPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Worley,Mumbai +53 other locations,4.1,(1.3k),Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Fino Payments Bank,Mumbai +260 other locations,3.8,(1.3k),Banking,Work Life Balance
Northern Trust,Bangalore / Bengaluru +18 other locations,3.6,(1.3k),Financial Services,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
DCM Shriram,Bharuch +103 other locations,4.1,(1.3k),Chemicals,"Job Security, Work Life Balance, Salary & Benefits"
Collabera Technologies,Bangalore / Bengaluru +46 other locations,3.4,(1.3k),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
Eaton,Pune +22 other locations,4.0,(1.3k),Power,"Company Culture, Work Life Balance, Job Security"
Bluestock ™,Pune +39 other locations,4.5,(1.3k),FinTech,"Work Life Balance, Skill Development / Learning, Company Culture"
Aptara,Noida +14 other locations,3.2,(1.3k),Content Development,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Hindware Limited,Hyderabad / Secunderabad +129 other locations,3.9,(1.3k),Building Material,Work Life Balance
Bajaj Housing Finance,Pune +162 other locations,3.6,(1.3k),NBFC,"Work Life Balance, Company Culture, Work Satisfaction"
TÜV SÜD,Bangalore / Bengaluru +119 other locations,4.0,(1.3k),Industrial Machinery,"Company Culture, Work Life Balance, Work Satisfaction"
Iffco Tokio General Insurance Co.,Gurgaon / Gurugram +268 other locations,3.7,(1.3k),Insurance,"Promotions / Appraisal, Salary & Benefits"
Sigma Electric Manufacturing Corporation,Pune +22 other locations,4.0,(1.3k),Industrial Machinery,"Company Culture, Skill Development / Learning, Work Life Balance"
VIBGYOR Group of Schools,Bangalore / Bengaluru +37 other locations,3.4,(1.2k),Education & Training,"Job Security, Promotions / Appraisal, Company Culture"
Burger King,New Delhi +106 other locations,3.9,(1.2k),Hospitality,"Skill Development / Learning, Salary & Benefits, Job Security"
Nykaa,Mumbai +109 other locations,3.4,(1.2k),Internet,"Promotions / Appraisal, Company Culture, Work Satisfaction"
MedPlus,Hyderabad / Secunderabad +123 other locations,3.6,(1.2k),Retail,"Promotions / Appraisal, Company Culture, Work Satisfaction"
iMerit,Kolkata +19 other locations,3.2,(1.2k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
AGS Transact Technologies,Mumbai +121 other locations,2.9,(1.2k),FinTech,"Salary & Benefits, Promotions / Appraisal, Job Security"
Cinépolis,New Delhi +60 other locations,3.8,(1.2k),Media & Entertainment,Company Culture
Jindal X,,3.6,(1.2k),New Delhi +21 other locations,"Job Security, Promotions / Appraisal, Company Culture"
Spicejet,New Delhi +60 other locations,3.5,(1.2k),Aviation,"Promotions / Appraisal, Salary & Benefits, Company Culture"
TEKsystems,Bangalore / Bengaluru +18 other locations,3.2,(1.2k),IT Services & Consulting,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Incedo,Gurgaon / Gurugram +12 other locations,3.0,(1.2k),IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Job Security"
Fabindia,New Delhi +83 other locations,3.8,(1.2k),Retail,"Work Life Balance, Job Security, Company Culture"
SBFC Finance,Mumbai +207 other locations,3.7,(1.2k),NBFC,"Company Culture, Work Satisfaction, Job Security"
Hindustan Construction Company,Mumbai +91 other locations,4.2,(1.2k),Engineering & Construction,"Job Security, Company Culture, Work Satisfaction"
Dell EMC,Bangalore / Bengaluru +53 other locations,3.8,(1.2k),IT Services & Consulting,"Work Life Balance, Company Culture"
Health Care Global Enterprises,Bangalore / Bengaluru +50 other locations,4.0,(1.2k),Healthcare,"Company Culture, Work Life Balance, Job Security"
FDC,Mumbai +121 other locations,3.8,(1.2k),Pharma,"Promotions / Appraisal, Salary & Benefits"
Panasonic,Gurgaon / Gurugram +124 other locations,3.9,(1.2k),Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security"
TE Connectivity,Bangalore / Bengaluru +22 other locations,4.2,(1.2k),Electronics Manufacturing,"Company Culture, Work Life Balance, Job Security"
Pantaloons,,4.0,(1.2k),Mumbai +150 other locations,"Job Security, Skill Development / Learning, Company Culture"
Atul,Valsad +63 other locations,3.9,(1.2k),Chemicals,"Job Security, Work Life Balance, Company Culture"
JSW Cement,Mumbai +136 other locations,4.1,(1.2k),Building Material,"Job Security, Company Culture, Work Life Balance"
Apexon,Bangalore / Bengaluru +19 other locations,3.3,(1.2k),IT Services & Consulting,"Promotions / Appraisal, Job Security, Work Satisfaction"
Brillio,Bangalore / Bengaluru +13 other locations,3.4,(1.2k),IT Services & Consulting,"Promotions / Appraisal, Job Security, Work Satisfaction"
Chandigarh University,Chandigarh +49 other locations,4.0,(1.2k),Education & Training,"Company Culture, Work Life Balance, Work Satisfaction"
Shubham Housing Development Finance,New Delhi +149 other locations,3.9,(1.2k),NBFC,"Company Culture, Work Life Balance, Skill Development / Learning"
ManpowerGroup,Bangalore / Bengaluru +143 other locations,3.7,(1.2k),Recruitment,"Promotions / Appraisal, Job Security, Skill Development / Learning"
RBL FinServe,Mumbai +354 other locations,3.9,(1.2k),Financial Services,"Salary & Benefits, Skill Development / Learning"
ECIL,Hyderabad / Secunderabad +57 other locations,4.2,(1.2k),Electronics Manufacturing,"Work Life Balance, Company Culture, Work Satisfaction"
Hatsun Agro Product,Chennai +124 other locations,3.8,(1.2k),Food Processing,Skill Development / Learning
Sunknowledge Services,Kolkata +13 other locations,3.6,(1.2k),BPO,Job Security
Punjab National Bank,New Delhi +208 other locations,3.9,(1.2k),Banking,"Job Security, Salary & Benefits"
Tekwissen,Visakhapatnam +5 other locations,4.8,(1.2k),IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
CreditAccess Grameen,Bangalore / Bengaluru +321 other locations,4.0,(1.2k),NBFC,"Company Culture, Job Security, Work Life Balance"
Mondelez International,Mumbai +186 other locations,4.2,(1.2k),Food Processing,"Salary & Benefits, Company Culture, Work Life Balance"
GEP Worldwide,Mumbai +16 other locations,3.6,(1.2k),IT Services & Consulting,Company Culture
Nippon Paint India,Chennai +159 other locations,4.0,(1.2k),Chemicals,"Company Culture, Work Life Balance, Skill Development / Learning"
Baroda Global Shared Services,Gandhinagar +174 other locations,3.9,(1.2k),Analytics & KPO,"Work Life Balance, Company Culture, Work Satisfaction"
City Union Bank,Chennai +175 other locations,3.0,(1.2k),Banking,"Promotions / Appraisal, Company Culture, Work Life Balance"
CenturyPly,Kolkata +138 other locations,3.8,(1.2k),Furniture & Furnishing,Salary & Benefits
Rashmi Metaliks,Kharagpur +41 other locations,3.3,(1.2k),Iron & Steel,"Company Culture, Job Security, Promotions / Appraisal"
Citco,Pune +13 other locations,3.1,(1.2k),Management Consulting,"Company Culture, Promotions / Appraisal, Work Life Balance"
Piramal Group,Mumbai +129 other locations,3.8,(1.2k),Financial Services,"Company Culture, Work Life Balance, Salary & Benefits"
Synchrony,Hyderabad / Secunderabad +9 other locations,4.3,(1.2k),Financial Services,"Company Culture, Work Life Balance, Job Security"
ZF Steering Gear,Pune +30 other locations,3.7,(1.2k),Auto Components,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Samsung Research,Bangalore / Bengaluru +19 other locations,3.1,(1.2k),Consumer Electronics & Appliances,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Tenneco,Pune +42 other locations,3.7,(1.2k),Auto Components,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Decathlon,Bangalore / Bengaluru +67 other locations,3.7,(1.2k),Retail,"Skill Development / Learning, Job Security, Company Culture"
SKF,Pune +67 other locations,4.0,(1.2k),Auto Components,"Company Culture, Work Life Balance, Skill Development / Learning"
Luminous Power Technologies,Gurgaon / Gurugram +127 other locations,4.1,(1.2k),Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security"
MiraMed Ajuba,Chennai +23 other locations,4.0,(1.2k),BPO,"Company Culture, Job Security, Work Life Balance"
The Ramco Cements,Chennai +115 other locations,4.1,(1.2k),Building Material,"Job Security, Company Culture, Work Life Balance"
FOCUS EDUMATICS,,3.0,(1.2k),Coimbatore +36 other locations,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Jakson Group,Noida +99 other locations,4.2,(1.2k),Power,"Company Culture, Work Life Balance, Skill Development / Learning"
Vestas,Chennai +47 other locations,4.2,(1.2k),Power,"Company Culture, Work Life Balance, Work Satisfaction"
INDIUM,Chennai +13 other locations,4.0,(1.2k),IT Services & Consulting,"Company Culture, Work Life Balance, Skill Development / Learning"
OpenText Technologies,Bangalore / Bengaluru +14 other locations,3.6,(1.2k),Software Product,Work Life Balance
VOIS,Pune +21 other locations,3.8,(1.2k),IT Services & Consulting,"Work Life Balance, Job Security, Company Culture"
More Supermarket,Bangalore / Bengaluru +154 other locations,3.8,(1.2k),Retail,"Job Security, Promotions / Appraisal, Work Satisfaction"
iSON Xperiences,,3.2,(1.2k),Chennai +41 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Novo Nordisk,Bangalore / Bengaluru +73 other locations,3.7,(1.2k),Pharma,"Work Life Balance, Company Culture"
PHN Technology,Pune +32 other locations,4.4,(1.2k),EdTech,"Skill Development / Learning, Company Culture, Work Life Balance"
R Systems International,Noida +21 other locations,3.2,(1.2k),Software Product,"Job Security, Promotions / Appraisal, Company Culture"
ANZ Banking Group,Bangalore / Bengaluru +18 other locations,3.9,(1.2k),Banking,"Work Life Balance, Company Culture, Job Security"
Automotive Manufacturers,Hyderabad / Secunderabad +143 other locations,3.9,(1.2k),Automobile,Work Life Balance
Fresenius Kabi,Pune +63 other locations,4.1,(1.2k),Pharma,"Work Life Balance, Company Culture, Job Security"
ICICI Prudential Mutual Fund,Mumbai +162 other locations,3.9,(1.2k),Financial Services,"Skill Development / Learning, Work Life Balance, Job Security"
Mu Sigma,Bangalore / Bengaluru +15 other locations,2.5,(1.2k),Analytics & KPO,"Work Life Balance, Job Security, Company Culture"
Grant Thornton,Bangalore / Bengaluru +55 other locations,3.5,(1.2k),Accounting & Auditing,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Xyz Company,Bangalore / Bengaluru +94 other locations,3.8,(1.2k),Financial Services,"Company Culture, Work Life Balance, Job Security"
Astral Pipe,Ahmedabad +137 other locations,4.0,(1.2k),Building Material,"Work Life Balance, Job Security"
Ion Exchange India,Mumbai +116 other locations,3.7,(1.2k),Waste Management,Job Security
Intertek,New Delhi +111 other locations,3.7,(1.2k),Other,"Promotions / Appraisal, Work Satisfaction, Job Security"
Godrej Consumer Products,Mumbai +141 other locations,4.0,(1.2k),FMCG,"Work Life Balance, Job Security, Company Culture"
Best Sellers,Mumbai +91 other locations,4.1,(1.2k),Retail,"Company Culture, Work Life Balance, Skill Development / Learning"
Oil And Natural Gas Corporation,Mumbai +80 other locations,4.3,(1.2k),Oil & Gas,"Work Life Balance, Work Satisfaction, Job Security"
Centre for Development of Advanced Computing,Pune +40 other locations,3.7,(1.2k),IT Services & Consulting,"Work Life Balance, Job Security"
DENSO,Gurgaon / Gurugram +39 other locations,4.1,(1.2k),Auto Components,"Job Security, Company Culture, Salary & Benefits"
Barclays Shared Services,Chennai +16 other locations,3.9,(1.1k),Financial Services,"Job Security, Work Life Balance"
T-Systems ICT India,Pune +16 other locations,3.8,(1.1k),IT Services & Consulting,Work Life Balance
Shriram Pistons & Rings,Bhiwadi +60 other locations,4.1,(1.1k),Auto Components,"Job Security, Work Life Balance, Company Culture"
PNC Infratech,Agra +90 other locations,3.7,(1.1k),Engineering & Construction,Promotions / Appraisal
Fidelity National Financial,Bangalore / Bengaluru +15 other locations,3.7,(1.1k),Financial Services,Job Security
EbixCash Limited,Noida +82 other locations,3.8,(1.1k),Software Product,"Work Life Balance, Job Security"
OM Logistics,New Delhi +118 other locations,3.9,(1.1k),Logistics,"Job Security, Work Life Balance"
Troikaa Pharmaceuticals,Ahmedabad +102 other locations,4.0,(1.1k),Pharma,"Salary & Benefits, Work Life Balance, Skill Development / Learning"
AIIMS,New Delhi +66 other locations,4.1,(1.1k),Education & Training,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
Zoho,Chennai +36 other locations,4.2,(1.1k),Software Product,"Job Security, Company Culture, Work Life Balance"
Prodapt,Chennai +15 other locations,3.5,(1.1k),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Wind World,Jaisalmer +81 other locations,3.9,(1.1k),Power,"Work Life Balance, Job Security, Work Satisfaction"
Ocwen Financial Solutions,Bangalore / Bengaluru +9 other locations,4.0,(1.1k),Financial Services,"Company Culture, Work Life Balance"
